Training: 2023-12-28 00:21:17,101-rank_id: 0
Training: 2023-12-28 05:21:55,472-Speed 798.47 samples/sec   Loss 5.9613   LearningRate 0.002500   Epoch: 2   Global Step: 112000   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:21:57,076-Speed 798.09 samples/sec   Loss 5.7478   LearningRate 0.002500   Epoch: 2   Global Step: 112010   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:21:58,680-Speed 798.01 samples/sec   Loss 5.9684   LearningRate 0.002500   Epoch: 2   Global Step: 112020   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:00,326-Speed 777.61 samples/sec   Loss 6.0546   LearningRate 0.002500   Epoch: 2   Global Step: 112030   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:01,931-Speed 797.98 samples/sec   Loss 5.7262   LearningRate 0.002500   Epoch: 2   Global Step: 112040   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:03,535-Speed 799.05 samples/sec   Loss 5.6839   LearningRate 0.002500   Epoch: 2   Global Step: 112050   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:05,138-Speed 798.48 samples/sec   Loss 5.8575   LearningRate 0.002500   Epoch: 2   Global Step: 112060   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:06,742-Speed 798.34 samples/sec   Loss 5.5790   LearningRate 0.002500   Epoch: 2   Global Step: 112070   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:08,347-Speed 798.22 samples/sec   Loss 5.4400   LearningRate 0.002500   Epoch: 2   Global Step: 112080   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:09,952-Speed 797.68 samples/sec   Loss 5.9853   LearningRate 0.002500   Epoch: 2   Global Step: 112090   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:11,550-Speed 801.34 samples/sec   Loss 5.7606   LearningRate 0.002500   Epoch: 2   Global Step: 112100   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:13,152-Speed 798.78 samples/sec   Loss 5.7032   LearningRate 0.002500   Epoch: 2   Global Step: 112110   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:14,756-Speed 798.62 samples/sec   Loss 5.5043   LearningRate 0.002500   Epoch: 2   Global Step: 112120   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:16,360-Speed 798.39 samples/sec   Loss 5.6940   LearningRate 0.002500   Epoch: 2   Global Step: 112130   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:17,963-Speed 798.70 samples/sec   Loss 6.0992   LearningRate 0.002500   Epoch: 2   Global Step: 112140   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:19,566-Speed 798.07 samples/sec   Loss 5.9153   LearningRate 0.002500   Epoch: 2   Global Step: 112150   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:21,173-Speed 797.46 samples/sec   Loss 6.0343   LearningRate 0.002500   Epoch: 2   Global Step: 112160   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:22,777-Speed 798.87 samples/sec   Loss 6.1244   LearningRate 0.002500   Epoch: 2   Global Step: 112170   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:24,380-Speed 798.63 samples/sec   Loss 5.5171   LearningRate 0.002500   Epoch: 2   Global Step: 112180   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:25,983-Speed 798.48 samples/sec   Loss 5.4060   LearningRate 0.002500   Epoch: 2   Global Step: 112190   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:27,589-Speed 796.77 samples/sec   Loss 5.7997   LearningRate 0.002500   Epoch: 2   Global Step: 112200   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:29,192-Speed 798.78 samples/sec   Loss 6.2683   LearningRate 0.002500   Epoch: 2   Global Step: 112210   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:30,796-Speed 797.75 samples/sec   Loss 4.9580   LearningRate 0.002500   Epoch: 2   Global Step: 112220   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:32,401-Speed 798.19 samples/sec   Loss 5.6818   LearningRate 0.002500   Epoch: 2   Global Step: 112230   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:34,004-Speed 798.80 samples/sec   Loss 5.7121   LearningRate 0.002500   Epoch: 2   Global Step: 112240   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:35,608-Speed 797.87 samples/sec   Loss 5.6008   LearningRate 0.002500   Epoch: 2   Global Step: 112250   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:37,212-Speed 798.29 samples/sec   Loss 5.6200   LearningRate 0.002500   Epoch: 2   Global Step: 112260   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:38,810-Speed 801.58 samples/sec   Loss 5.9036   LearningRate 0.002500   Epoch: 2   Global Step: 112270   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:40,415-Speed 798.45 samples/sec   Loss 5.4712   LearningRate 0.002500   Epoch: 2   Global Step: 112280   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:42,018-Speed 798.33 samples/sec   Loss 5.6832   LearningRate 0.002500   Epoch: 2   Global Step: 112290   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:43,622-Speed 797.87 samples/sec   Loss 5.9170   LearningRate 0.002500   Epoch: 2   Global Step: 112300   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:45,225-Speed 798.52 samples/sec   Loss 5.8281   LearningRate 0.002500   Epoch: 2   Global Step: 112310   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:46,829-Speed 798.44 samples/sec   Loss 5.5483   LearningRate 0.002500   Epoch: 2   Global Step: 112320   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:48,433-Speed 798.16 samples/sec   Loss 6.0729   LearningRate 0.002500   Epoch: 2   Global Step: 112330   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:50,037-Speed 797.84 samples/sec   Loss 5.2859   LearningRate 0.002500   Epoch: 2   Global Step: 112340   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:51,641-Speed 798.15 samples/sec   Loss 5.9799   LearningRate 0.002500   Epoch: 2   Global Step: 112350   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:53,245-Speed 798.04 samples/sec   Loss 5.7952   LearningRate 0.002500   Epoch: 2   Global Step: 112360   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:22:54,853-Speed 796.35 samples/sec   Loss 5.9540   LearningRate 0.002500   Epoch: 2   Global Step: 112370   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:56,457-Speed 798.24 samples/sec   Loss 5.9333   LearningRate 0.002500   Epoch: 2   Global Step: 112380   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:58,063-Speed 797.18 samples/sec   Loss 5.4535   LearningRate 0.002500   Epoch: 2   Global Step: 112390   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:22:59,666-Speed 798.29 samples/sec   Loss 5.9998   LearningRate 0.002500   Epoch: 2   Global Step: 112400   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:01,263-Speed 801.44 samples/sec   Loss 5.5978   LearningRate 0.002500   Epoch: 2   Global Step: 112410   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:02,868-Speed 798.15 samples/sec   Loss 5.4773   LearningRate 0.002500   Epoch: 2   Global Step: 112420   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:04,472-Speed 798.04 samples/sec   Loss 5.8694   LearningRate 0.002500   Epoch: 2   Global Step: 112430   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:06,076-Speed 797.99 samples/sec   Loss 5.6634   LearningRate 0.002500   Epoch: 2   Global Step: 112440   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:07,680-Speed 798.65 samples/sec   Loss 5.1314   LearningRate 0.002500   Epoch: 2   Global Step: 112450   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:09,283-Speed 798.35 samples/sec   Loss 6.0999   LearningRate 0.002500   Epoch: 2   Global Step: 112460   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:10,887-Speed 798.14 samples/sec   Loss 5.6212   LearningRate 0.002500   Epoch: 2   Global Step: 112470   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:12,492-Speed 797.57 samples/sec   Loss 5.7136   LearningRate 0.002500   Epoch: 2   Global Step: 112480   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:14,148-Speed 773.03 samples/sec   Loss 5.7730   LearningRate 0.002500   Epoch: 2   Global Step: 112490   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:15,751-Speed 798.20 samples/sec   Loss 5.7976   LearningRate 0.002500   Epoch: 2   Global Step: 112500   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:17,350-Speed 800.87 samples/sec   Loss 5.7464   LearningRate 0.002500   Epoch: 2   Global Step: 112510   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:18,954-Speed 798.51 samples/sec   Loss 6.0106   LearningRate 0.002500   Epoch: 2   Global Step: 112520   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:20,557-Speed 798.30 samples/sec   Loss 5.9414   LearningRate 0.002500   Epoch: 2   Global Step: 112530   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:22,163-Speed 798.06 samples/sec   Loss 5.5671   LearningRate 0.002500   Epoch: 2   Global Step: 112540   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:23,769-Speed 797.16 samples/sec   Loss 5.9550   LearningRate 0.002500   Epoch: 2   Global Step: 112550   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:25,374-Speed 797.80 samples/sec   Loss 5.5702   LearningRate 0.002500   Epoch: 2   Global Step: 112560   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:26,978-Speed 797.98 samples/sec   Loss 5.8680   LearningRate 0.002500   Epoch: 2   Global Step: 112570   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:28,583-Speed 798.08 samples/sec   Loss 5.7024   LearningRate 0.002500   Epoch: 2   Global Step: 112580   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:30,188-Speed 798.12 samples/sec   Loss 5.7328   LearningRate 0.002500   Epoch: 2   Global Step: 112590   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:31,790-Speed 798.73 samples/sec   Loss 6.2385   LearningRate 0.002500   Epoch: 2   Global Step: 112600   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:33,395-Speed 797.67 samples/sec   Loss 5.9787   LearningRate 0.002500   Epoch: 2   Global Step: 112610   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:34,998-Speed 798.39 samples/sec   Loss 5.7347   LearningRate 0.002500   Epoch: 2   Global Step: 112620   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:36,603-Speed 797.48 samples/sec   Loss 5.5562   LearningRate 0.002500   Epoch: 2   Global Step: 112630   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:38,207-Speed 798.36 samples/sec   Loss 5.4758   LearningRate 0.002500   Epoch: 2   Global Step: 112640   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:39,805-Speed 801.89 samples/sec   Loss 6.1944   LearningRate 0.002500   Epoch: 2   Global Step: 112650   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:41,409-Speed 797.70 samples/sec   Loss 5.7049   LearningRate 0.002500   Epoch: 2   Global Step: 112660   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:43,014-Speed 797.60 samples/sec   Loss 5.4575   LearningRate 0.002500   Epoch: 2   Global Step: 112670   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:44,617-Speed 798.48 samples/sec   Loss 5.4844   LearningRate 0.002500   Epoch: 2   Global Step: 112680   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:46,221-Speed 798.55 samples/sec   Loss 5.7174   LearningRate 0.002500   Epoch: 2   Global Step: 112690   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:47,825-Speed 797.96 samples/sec   Loss 5.7586   LearningRate 0.002500   Epoch: 2   Global Step: 112700   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:49,429-Speed 798.00 samples/sec   Loss 5.7512   LearningRate 0.002500   Epoch: 2   Global Step: 112710   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:51,033-Speed 798.66 samples/sec   Loss 5.4898   LearningRate 0.002500   Epoch: 2   Global Step: 112720   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:52,686-Speed 774.50 samples/sec   Loss 5.8029   LearningRate 0.002500   Epoch: 2   Global Step: 112730   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:54,290-Speed 797.74 samples/sec   Loss 5.4380   LearningRate 0.002500   Epoch: 2   Global Step: 112740   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:55,895-Speed 797.45 samples/sec   Loss 5.7506   LearningRate 0.002500   Epoch: 2   Global Step: 112750   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:23:57,494-Speed 800.85 samples/sec   Loss 5.8964   LearningRate 0.002500   Epoch: 2   Global Step: 112760   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:23:59,097-Speed 798.09 samples/sec   Loss 5.3454   LearningRate 0.002500   Epoch: 2   Global Step: 112770   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:00,702-Speed 798.28 samples/sec   Loss 5.8746   LearningRate 0.002500   Epoch: 2   Global Step: 112780   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:02,307-Speed 798.11 samples/sec   Loss 5.3802   LearningRate 0.002500   Epoch: 2   Global Step: 112790   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:03,911-Speed 798.10 samples/sec   Loss 6.2361   LearningRate 0.002500   Epoch: 2   Global Step: 112800   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:05,514-Speed 798.83 samples/sec   Loss 5.5069   LearningRate 0.002500   Epoch: 2   Global Step: 112810   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:07,118-Speed 797.79 samples/sec   Loss 6.1116   LearningRate 0.002500   Epoch: 2   Global Step: 112820   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:08,721-Speed 798.41 samples/sec   Loss 5.5347   LearningRate 0.002500   Epoch: 2   Global Step: 112830   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:10,327-Speed 797.92 samples/sec   Loss 5.7229   LearningRate 0.002500   Epoch: 2   Global Step: 112840   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:11,932-Speed 798.04 samples/sec   Loss 5.4552   LearningRate 0.002500   Epoch: 2   Global Step: 112850   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:13,536-Speed 798.06 samples/sec   Loss 6.1449   LearningRate 0.002500   Epoch: 2   Global Step: 112860   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:15,133-Speed 801.80 samples/sec   Loss 5.8860   LearningRate 0.002500   Epoch: 2   Global Step: 112870   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:16,737-Speed 798.03 samples/sec   Loss 5.6280   LearningRate 0.002500   Epoch: 2   Global Step: 112880   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:18,341-Speed 797.70 samples/sec   Loss 5.7159   LearningRate 0.002500   Epoch: 2   Global Step: 112890   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:19,947-Speed 797.04 samples/sec   Loss 5.7567   LearningRate 0.002500   Epoch: 2   Global Step: 112900   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:21,554-Speed 796.95 samples/sec   Loss 5.7018   LearningRate 0.002500   Epoch: 2   Global Step: 112910   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:23,160-Speed 797.75 samples/sec   Loss 5.5037   LearningRate 0.002500   Epoch: 2   Global Step: 112920   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:24,763-Speed 798.58 samples/sec   Loss 6.1123   LearningRate 0.002500   Epoch: 2   Global Step: 112930   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:26,367-Speed 798.76 samples/sec   Loss 5.9222   LearningRate 0.002500   Epoch: 2   Global Step: 112940   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:27,970-Speed 798.70 samples/sec   Loss 5.4991   LearningRate 0.002500   Epoch: 2   Global Step: 112950   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:29,575-Speed 797.81 samples/sec   Loss 6.4039   LearningRate 0.002500   Epoch: 2   Global Step: 112960   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:31,179-Speed 798.36 samples/sec   Loss 5.9420   LearningRate 0.002500   Epoch: 2   Global Step: 112970   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:32,777-Speed 801.41 samples/sec   Loss 5.8565   LearningRate 0.002500   Epoch: 2   Global Step: 112980   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:34,381-Speed 798.30 samples/sec   Loss 5.5888   LearningRate 0.002500   Epoch: 2   Global Step: 112990   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:35,985-Speed 798.49 samples/sec   Loss 6.2892   LearningRate 0.002500   Epoch: 2   Global Step: 113000   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:37,589-Speed 797.96 samples/sec   Loss 5.7816   LearningRate 0.002500   Epoch: 2   Global Step: 113010   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:39,193-Speed 798.57 samples/sec   Loss 6.1367   LearningRate 0.002500   Epoch: 2   Global Step: 113020   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:40,842-Speed 776.56 samples/sec   Loss 5.6263   LearningRate 0.002500   Epoch: 2   Global Step: 113030   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:42,447-Speed 798.03 samples/sec   Loss 6.2235   LearningRate 0.002500   Epoch: 2   Global Step: 113040   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:44,052-Speed 798.08 samples/sec   Loss 5.5862   LearningRate 0.002500   Epoch: 2   Global Step: 113050   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:45,656-Speed 798.59 samples/sec   Loss 5.5481   LearningRate 0.002500   Epoch: 2   Global Step: 113060   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:47,261-Speed 798.20 samples/sec   Loss 5.4242   LearningRate 0.002500   Epoch: 2   Global Step: 113070   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:24:48,864-Speed 798.46 samples/sec   Loss 5.8729   LearningRate 0.002500   Epoch: 2   Global Step: 113080   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:50,467-Speed 798.22 samples/sec   Loss 6.0946   LearningRate 0.002500   Epoch: 2   Global Step: 113090   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:52,070-Speed 798.50 samples/sec   Loss 5.4286   LearningRate 0.002500   Epoch: 2   Global Step: 113100   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:53,675-Speed 798.06 samples/sec   Loss 5.4241   LearningRate 0.001250   Epoch: 2   Global Step: 113110   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:55,280-Speed 797.46 samples/sec   Loss 5.5859   LearningRate 0.001250   Epoch: 2   Global Step: 113120   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:56,884-Speed 798.38 samples/sec   Loss 5.8907   LearningRate 0.001250   Epoch: 2   Global Step: 113130   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:24:58,488-Speed 798.05 samples/sec   Loss 5.4726   LearningRate 0.001250   Epoch: 2   Global Step: 113140   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:00,092-Speed 798.21 samples/sec   Loss 5.3037   LearningRate 0.001250   Epoch: 2   Global Step: 113150   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:01,696-Speed 797.83 samples/sec   Loss 5.6549   LearningRate 0.001250   Epoch: 2   Global Step: 113160   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:03,301-Speed 798.21 samples/sec   Loss 5.4572   LearningRate 0.001250   Epoch: 2   Global Step: 113170   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:04,899-Speed 801.12 samples/sec   Loss 5.6071   LearningRate 0.001250   Epoch: 2   Global Step: 113180   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:06,503-Speed 798.20 samples/sec   Loss 5.5561   LearningRate 0.001250   Epoch: 2   Global Step: 113190   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:08,109-Speed 797.38 samples/sec   Loss 5.3443   LearningRate 0.001250   Epoch: 2   Global Step: 113200   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:09,713-Speed 797.90 samples/sec   Loss 5.3828   LearningRate 0.001250   Epoch: 2   Global Step: 113210   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:11,319-Speed 798.10 samples/sec   Loss 5.8145   LearningRate 0.001250   Epoch: 2   Global Step: 113220   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:12,922-Speed 798.41 samples/sec   Loss 5.5486   LearningRate 0.001250   Epoch: 2   Global Step: 113230   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:14,526-Speed 798.05 samples/sec   Loss 4.8066   LearningRate 0.001250   Epoch: 2   Global Step: 113240   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:16,131-Speed 797.71 samples/sec   Loss 5.7347   LearningRate 0.001250   Epoch: 2   Global Step: 113250   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:17,729-Speed 801.06 samples/sec   Loss 5.6054   LearningRate 0.001250   Epoch: 2   Global Step: 113260   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:19,335-Speed 797.18 samples/sec   Loss 5.7134   LearningRate 0.001250   Epoch: 2   Global Step: 113270   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:20,941-Speed 797.18 samples/sec   Loss 5.1986   LearningRate 0.001250   Epoch: 2   Global Step: 113280   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:22,544-Speed 798.16 samples/sec   Loss 5.6622   LearningRate 0.001250   Epoch: 2   Global Step: 113290   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:24,149-Speed 797.91 samples/sec   Loss 5.6250   LearningRate 0.001250   Epoch: 2   Global Step: 113300   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:25,753-Speed 798.26 samples/sec   Loss 5.1828   LearningRate 0.001250   Epoch: 2   Global Step: 113310   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:27,360-Speed 796.85 samples/sec   Loss 5.3603   LearningRate 0.001250   Epoch: 2   Global Step: 113320   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:28,964-Speed 798.27 samples/sec   Loss 5.3075   LearningRate 0.001250   Epoch: 2   Global Step: 113330   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:30,568-Speed 797.79 samples/sec   Loss 5.4214   LearningRate 0.001250   Epoch: 2   Global Step: 113340   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:32,173-Speed 798.56 samples/sec   Loss 5.7435   LearningRate 0.001250   Epoch: 2   Global Step: 113350   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:33,779-Speed 797.61 samples/sec   Loss 5.2712   LearningRate 0.001250   Epoch: 2   Global Step: 113360   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:35,383-Speed 798.35 samples/sec   Loss 5.7757   LearningRate 0.001250   Epoch: 2   Global Step: 113370   Fp16 Grad Scale: 131072   Required: 4 hours
Training: 2023-12-28 05:25:36,980-Speed 801.38 samples/sec   Loss 5.4788   LearningRate 0.001250   Epoch: 2   Global Step: 113380   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:38,584-Speed 798.42 samples/sec   Loss 5.4647   LearningRate 0.001250   Epoch: 2   Global Step: 113390   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:40,189-Speed 798.86 samples/sec   Loss 5.1825   LearningRate 0.001250   Epoch: 2   Global Step: 113400   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:41,792-Speed 798.80 samples/sec   Loss 5.6939   LearningRate 0.001250   Epoch: 2   Global Step: 113410   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:43,397-Speed 797.82 samples/sec   Loss 5.4844   LearningRate 0.001250   Epoch: 2   Global Step: 113420   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:45,000-Speed 798.39 samples/sec   Loss 5.2499   LearningRate 0.001250   Epoch: 2   Global Step: 113430   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:46,603-Speed 798.80 samples/sec   Loss 5.3992   LearningRate 0.001250   Epoch: 2   Global Step: 113440   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:48,208-Speed 797.37 samples/sec   Loss 5.6958   LearningRate 0.001250   Epoch: 2   Global Step: 113450   Fp16 Grad Scale: 65536   Required: 4 hours
Training: 2023-12-28 05:25:49,811-Speed 798.53 samples/sec   Loss 5.8870   LearningRate 0.001250   Epoch: 2   Global Step: 113460   Fp16 Grad Scale: 65536   Required: 4 hours
